id;text;sber;vtb;gazprom;alfabank;raiffeisen;rshb;company
13067;Взять кредит в альфа банк нижний новгород;NULL;NULL;NULL;0;NULL;NULL;NULL
16559;купить квартиру в спб ипотека  #сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
7287;В апреле компания отчиталась, что в связи с введенными санкциями и приостановкой деловых операций в России квартальный убыток от деятельности в РФ составил 4 миллиона долларов.;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2076;госпошлина на загранпаспорт нового образца бланк сбербанк  #госпошлина;0;NULL;NULL;NULL;NULL;NULL;NULL
7627;Взять кредит уралсиб банк калининград;NULL;NULL;NULL;NULL;NULL;NULL;NULL
688;ГПБ ожидает сохранения высокого уровня дивидендных выплат на российском рынке в;NULL;NULL;0;NULL;NULL;NULL;NULL
2290;ОАО ВНЕШТОРГБАНК // Комментарии;NULL;0;NULL;NULL;NULL;NULL;NULL
9449;кредитование физических лиц в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
2720;Сбербанк с 2016 года начнет сокращать банкоматную сеть  #Финансы;-1;NULL;NULL;NULL;NULL;NULL;NULL
14280;ММК планирует к 1 апреля запустить горячее производство на турецком активе;NULL;NULL;NULL;NULL;NULL;NULL;0
11903;@sberbank а какова комиссия #сбербанк за съём наличных по картам других банков?;0;NULL;NULL;NULL;NULL;NULL;NULL
19644;блокировка кредитной карты сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
19571;Сбербанк россии взять кредит на поездку на море;0;NULL;NULL;NULL;NULL;NULL;NULL
10026;не все мои счета видны в сбербанке онлайн;0;NULL;NULL;NULL;NULL;NULL;NULL
780;кредит онлайн заявка газпромбанк;NULL;NULL;0;NULL;NULL;NULL;NULL
15320;список автосалонов спб с которыми работает сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
16197;Сбербанк в Кировской области установил более 6 тысяч эквайринговых терминалов;0;NULL;NULL;NULL;NULL;NULL;NULL
14878;Оформить кредитную карту райффайзенбанк;NULL;NULL;NULL;NULL;0;NULL;NULL
15580;Лучше не открывать счета в Сбербанке.;-1;NULL;NULL;NULL;NULL;NULL;NULL
4781;Сбер остается основной рыночной ставкой;1;NULL;NULL;NULL;NULL;NULL;NULL
10537;Сбербанк начал выплаты вкладчикам "Мастер-банка";0;NULL;NULL;NULL;NULL;NULL;NULL
15157;RT @SvobodaRadio: Сбербанк и еще 4 крупных банка попали под #санкции ЕС. Речь не идет о заморозке активов, а о запрете покупать акции, долг…;-1;NULL;NULL;NULL;NULL;NULL;NULL
5934;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 12,05% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
7916;банк втб 24 кредиты;NULL;0;NULL;NULL;NULL;NULL;NULL
6530;"В ""Сбере"" пока всё отлично";1;NULL;NULL;NULL;NULL;NULL;NULL
6582;«Сбербанк» установил дивидендный рекорд;1;NULL;NULL;NULL;NULL;NULL;NULL
8744;"Дивидендные новости от ""НОВАТЭКа"" и ""Сбера"" несут в себе стратегический позитивный эффект";1;NULL;NULL;NULL;NULL;NULL;NULL
2455;кредит на землю в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
1271;заявка на кредитную карту газпромбанк;NULL;NULL;0;NULL;NULL;NULL;NULL
5168;Обслуживание кредитной карты альфа банка;NULL;NULL;NULL;0;NULL;NULL;NULL
4988;@izvestia_ru #новости #Сбербанк "Граждане,НЕ храните деньги в Сбербанке!” почти © А ещё что то говорят о доверии к нашей банковской системе.;-1;NULL;NULL;NULL;NULL;NULL;NULL
18617;Россети созовут ВОСА после реорганизации;NULL;NULL;NULL;NULL;NULL;NULL;0
8636;НОВАТЭК в I кв. увеличил добычу газа на 1,2%, до 21 млрд куб. м, ЖУВ - на 4,3%,;NULL;NULL;NULL;NULL;NULL;NULL;1
5978;"ВТБ 24" увеличит в 2014 г выдачу ипотеки на 40% - до 324 млрд руб;NULL;1;NULL;NULL;NULL;NULL;NULL
7232;альфа банк перевыпуск кредитной карты;NULL;NULL;NULL;0;NULL;NULL;NULL
5878;Приложение Мобильный банк сбербанк россии для symbian;0;NULL;NULL;NULL;NULL;NULL;NULL
10061;Как говорится в пресс-релизе агентства, это связано с понижением суверенного рейтинга России.   Понижен рейтинг, среди прочих, Райффайзен;NULL;NULL;NULL;NULL;-1;NULL;NULL
11923;Клиент сбербанк скачать программу: клиент сбербанк скачать программу;0;NULL;NULL;NULL;NULL;NULL;NULL
10486;кредит наличными банк втб;NULL;0;NULL;NULL;NULL;NULL;NULL
15100;Газпромбанк Инвестиции: Доходность ОФЗ выросла. Надолго ли?;NULL;NULL;0;NULL;NULL;NULL;NULL
15550;сбербанк выдача кредитов;0;NULL;NULL;NULL;NULL;NULL;NULL
3946;Россельхозбанк неделимый // Реорганизация "ВЭБа для села" признана несвоевременной;NULL;NULL;NULL;NULL;NULL;0;NULL
9044;«Аэрофлот» с 6 апреля возобновляет регулярные рейсы в турецкий Даламан;NULL;NULL;NULL;NULL;NULL;NULL;1
12194;ВТБ разместил 43% выпуска однодневных бондов серии КС-4-382 на 64,5 млрд рублей;NULL;0;NULL;NULL;NULL;NULL;NULL
15257;Взять кредит в альфа банке не погасив предыдущий;NULL;NULL;NULL;0;NULL;NULL;NULL
16694;RT @andrey_malgin: Сбербанк попал под санкции Евросоюза;-1;NULL;NULL;NULL;NULL;NULL;NULL
7963;#экономика #ru_ff Под санкции ЕС попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк  #fyseo_ru #взаимный;-1;-1;-1;NULL;NULL;-1;NULL
9135;Кредит «Авто со стажем» от Газпромбанка;NULL;NULL;0;NULL;NULL;NULL;NULL
8605;Сбербанк открыл для РусГидро кредитную линию на 15,3 млрд руб;0;NULL;NULL;NULL;NULL;NULL;NULL
1643;справка по форме сбербанка  #по #справка;0;NULL;NULL;NULL;NULL;NULL;NULL
9182;#банкомат компании #Сбербанк съел #деньги и испортил мне вечер и выходные, #падла;-1;NULL;NULL;NULL;NULL;NULL;NULL
6588;оао газпромбанк ипотечный кредит;NULL;NULL;0;NULL;NULL;NULL;NULL
3601;RT @FFFFtuko: 500000 в кредит в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
11630;#сбербанк Сижу в очереди уже 2 часа и это отделение в центре Москвы на, газетном. Что же в регионах?;-1;NULL;NULL;NULL;NULL;NULL;NULL
8205;Власти Италии опровергли данные о планах национализировать завод ЛУКОЙЛа;NULL;NULL;NULL;NULL;NULL;NULL;1
3786;- карбамид  178,2 тыс. тонн (100,9%),;NULL;NULL;NULL;NULL;NULL;NULL;NULL
14725;потребительский кредит сбербанк липецк;0;NULL;NULL;NULL;NULL;NULL;NULL
17253;ВТБ 24 приступил к выплатам страховки вкладчикам банка "Аскольд" бизнес;NULL;0;NULL;NULL;NULL;NULL;NULL
4149;Сбербанк взять кредит деньги;0;NULL;NULL;NULL;NULL;NULL;NULL
12217;Россия ввела санкции против бывших «дочек» «Газпрома»;NULL;NULL;NULL;NULL;NULL;NULL;-1
19643;кредитные карты банка втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
18713;«Арктик СПГ 2» рассортирует кредиторов // Доля попавшего под санкции ВЭБ.РФ может перейти Газпромбанку;NULL;NULL;-1;NULL;NULL;NULL;NULL
16979;#где в воскресенье работает сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
1336;ВТБ размещает однодневные облигации на 100 млрд рублей с доходностью 8,51% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
6780;| Альфа банк онлайн кредит заявки;NULL;NULL;NULL;0;NULL;NULL;NULL
16130;Украина в 2014 году выплатит $750 млн по обесценившимся вкладам Сбербанка СССР #бизнес;0;NULL;NULL;NULL;NULL;NULL;NULL
18956;Маск, Рубини и Goldman Sachs предупредили о риске рецессии в США;NULL;NULL;NULL;NULL;NULL;NULL;-1
5072;#fyseo_ru #новости Сбербанк на одну ночь приостановит работу банкоматов  #читаювзаимно #читаю;-1;NULL;NULL;NULL;NULL;NULL;NULL
